title,authors,average_rating,isbn,isbn13,publication_date,publisher
Casino Royale,Ian Fleming,3.73,0141187581,9780141187587,6/3/2004,Penguin Books  Limited (UK)
Remember When (Foster Saga  #1),Judith McNaught,3.95,1416530746,9781416530749,4/25/2006,Pocket Books
Bridge to Terabithia,Katherine Paterson/Donna Diamond,4.0,0060734019,9780060734015,7/1/2008,HarperTeen
Refuge (Outlanders  #36),James Axler,3.93,0373638493,9780373638499,2/14/2006,Gold Eagle
The Mother,Pearl S. Buck,4.04,1559210915,9781559210911,1/1/2004,Moyer Bell and its subsidiaries
The Silmarillion  Volume 3,J.R.R. Tolkien/Martin Shaw,4.19,0553525026,9780553525021,9/1/1998,Random House Audio
The Birds (Methuen Drama),Sean O'Brien,2.67,0413772780,9780413772787,7/22/2002,Bloomsbury Methuen Drama
The Last Full Measure (The Civil War Trilogy  #3),Jeff Shaara,4.24,0345434811,9780345434814,5/2/2000,Ballantine Books
Strange Fits of Passion,Anita Shreve,3.76,0156031396,9780156031394,10/4/2005,Mariner Books
Embracing Love  Vol. 6,Youka Nitta,4.33,1933440198,9781933440194,6/1/2008,Be Beautiful
Little Pilgrim's Progress,Helen L. Taylor/John Bunyan,4.26,0802449263,9780802449269,3/8/1989,Moody Publishers
Trevayne,Jonathan Ryder/Robert Ludlum,3.62,044019069X,9780440190691,6/1/1986,Dell
Peter Pan and Other Plays,J.M. Barrie/Peter Hollindale,3.97,0192839195,9780192839190,7/15/1999,Oxford University Press
House of Stairs,William Sleator,3.85,0140345809,9780140345803,4/1/1991,Puffin Books
2012: The Return of Quetzalcoatl,Daniel Pinchbeck,3.42,1585424838,9781585424832,5/4/2006,Tarcher
What the Corpse Revealed,Hugh    Miller,3.79,0312975732,9780312975739,12/15/2000,St. Martin's True Crime
Hardcase (Joe Kurtz  #1),Dan Simmons,3.68,0312980167,9780312980160,8/19/2002,Minotaur Books
The Switch,Sandra Brown,3.92,0749932554,9780749932558,9/6/2001,Piatkus Books
All Rivers Run to the Sea,Elie Wiesel,4.15,0805210288,9780805210286,10/22/1996,Schocken
Complete Star Wars Trilogy Scrapbook Re-issue,David Levithan/Ryder Windham/Marc Cotta Vaz,3.14,0439681308,9780439681308,10/1/2004,Scholastic Paperbacks
The Nice and the Good,Iris Murdoch,3.84,0140030344,9780140030341,12/14/1978,Penguin Books
The Fourth Hand,John Irving,3.31,0345463153,9780345463159,4/29/2003,Fawcett Books
The Gospel of Filth: A Bible of Decadence & Darkness,Gavin Baddeley/Dani Filth,4.45,9781903254,9781903254387,2/5/2010,Fab Press
The Absolute Sandman  Volume One,Neil Gaiman/Mike Dringenberg/Chris Bachalo/Michael Zulli/Kelly Jones/Charles Vess/Colleen Doran/Malcolm Jones III/Steve Parkhouse/Daniel Vozzo/Lee Loughridge/Steve Oliff/Todd Klein/Dave McKean/Sam Kieth,4.65,1401210821,9781401210823,11/1/2006,Vertigo
Great Short Works of Herman Melville,Herman Melville/Warner Berthoff,4.04,0060586540,9780060586546,3/2/2004,Harper Perennial Modern Classics
The Oresteia: Agamemnon  Choephoroe & Eumenides (Everyman's Library  No. 260),Aeschylus/George Thomson/Richard Seaford,4.02,1400041929,9781400041923,1/20/2004,Everyman's Library
Into a Paris Quartier: Reine Margot's Chapel and Other Haunts of St. Germain,Diane Johnson,3.51,0792272668,9780792272663,5/1/2005,National Geographic Society
Created in Darkness by Troubled Americans: The Best of McSweeney's Humor Category,Dave Eggers/Kevin Shay/Lee Epstein/Suzanne Kleid/McSweeney's Publishing,3.75,1400076854,9781400076857,6/14/2005,Vintage
Focus: The Future of Your Company Depends on It,Al Ries/Laura Ries,4.06,0060799900,9780060799908,9/27/2005,Harper Business
Manshape,John Brunner,3.11,0879977647,9780879977641,9/28/1982,DAW SF
Julius Caesar,William Shakespeare/John   Bowe/Michael Feast/Adrian Lester,3.68,1932219161,9781932219166,6/1/2005,Audio Partners
Private Parts,Howard Stern,3.77,0671009443,9780671009441,3/1/1997,Pocket Books
Wyrms,Orson Scott Card,3.38,0765305607,9780765305602,4/5/2003,Orb Books
West To Eden,Gloria Goldreich,3.77,0380706016,9780380706013,12/1/1988,Avon Books
The Last Temptation (Tony Hill & Carol Jordan  #3),Val McDermid,4.01,0312936915,9780312936914,3/1/2005,St. Martin's Paperbacks
Planet of the Apes: The Fall,William T. Quick,2.92,0060086203,9780060086206,6/4/2002,HarperEntertainment
The Handmaid's Tale,Margaret Atwood,4.11,0435124099,9780435124090,9/1/2009,Heinemann Library
The Boys Start the War  the Girls Get Even,Phyllis Reynolds Naylor,4.13,0440409713,9780440409717,6/1/1994,Yearling Books
7 hábitos de las familias altamente efectivas,Stephen R. Covey,4.16,1400083419,9781400083411,9/1/2003,Grijalbo
Sophocles II: Ajax/Women of Trachis/Electra/Philoctetes (Complete Greek Tragedies 4),Sophocles/David Grene/Richmond Lattimore/John Moore/Michael Jameson,4.14,0226307867,9780226307862,5/15/1969,University of Chicago Press
Lincoln,Gore Vidal,4.21,0375708766,9780375708763,2/15/2000,Vintage
The Forest House (Avalon  #2),Marion Zimmer Bradley/Diana L. Paxson,3.86,0451454243,9780451454249,4/1/1995,Roc
鋼之鍊金術師 10,Hiromu Arakawa/荒川弘/方郁仁,4.6,9861156534,9789861156538,3/23/2005,東立
Laurell K. Hamilton's Anita Blake  Vampire Hunter: Guilty Pleasures vol 1,Laurell K. Hamilton/Stacie Ritchie/Jessica Ruffner/Brett Booth,4.17,0785127232,9780785127239,7/18/2007,Marvel
The Metamorphosis,Franz Kafka/Stanley Corngold,3.81,0393967972,9780393967975,2/17/1996,W. W. Norton & Company
Passionate Sage: The Character and Legacy of John Adams,Joseph J. Ellis,4.05,0393311333,9780393311334,2/17/2001,W. W. Norton  Company
Seduction and Betrayal: Women and Literature,Elizabeth Hardwick/Joan Didion,4.01,0940322781,9780940322783,8/31/2001,NYRB Classics
The Major Works,John Milton/Jonathan Goldberg/Stephen Orgel,4.24,019280409X,9780192804099,4/3/2003,Oxford University Press
Writing Down the Bones: Freeing the Writer Within,Natalie Goldberg,4.19,1590303164,9781590303160,1/10/2006,Shambhala Publications
Selected Poetry,Thomas Hardy/Samuel Hynes,3.96,0192834916,9780192834911,5/6/1999,Oxford University Press
Vita,Melania G. Mazzucco/Virginia Jewiss,3.77,0312425864,9780312425869,9/19/2006,St. Martins Press-3PL
The Quiet Game (Penn Cage #1),Greg Iles,4.2,0340686030,9780340686034,7/1/2000,Coronet Books (GB)
Catherine  Called Birdy,Karen Cushman,3.71,0060739428,9780060739423,6/1/2004,HarperTrophy
The Inner Sanctum,Stephen W. Frey,3.64,0451190149,9780451190147,7/1/1998,Signet
Star Wars: The Complete Visual Dictionary,James Luceno/David West Reynolds/Ryder Windham,4.33,0756622387,9780756622381,9/25/2006,DK Children
The Nightingale's Song,Kathleen Eschenburg,3.88,0380815699,9780380815692,10/30/2001,HarperTorch
The Picture of Dorian Gray,Oscar Wilde/Andrew Elfenbein,4.08,0321427130,9780321427137,10/1/2006,Pearson
Midnight Brunch (Casa Dracula  #2),Marta Acosta,3.8,1416520392,9781416520399,4/24/2007,Gallery Books
The Early Diary of Anaïs Nin  Vol. 3: 1923-1927,Anaïs Nin,4.18,0156272504,9780156272506,3/22/1985,Mariner Books
The Rose and the Beast: Fairy Tales Retold,Francesca Lia Block,3.77,0064407454,9780064407458,8/7/2001,Joanna Cotler Books/HarperCollinsPublishers
Mila 18,Leon Uris,4.29,0553241605,9780553241600,11/1/1983,Bantam
The 3-Hour Diet: On the Go,Jorge Cruise,3.1,0060793198,9780060793197,10/18/2005,William Morrow Paperbacks
Perfect Circle,Sean Stewart,3.8,1931520119,9781931520119,6/1/2004,Small Beer Press
The Hot Zone: The Chilling True Story of an Ebola Outbreak,Richard   Preston,4.12,0552143030,9780552143035,8/1/1995,Corgi
The Confident Child,Terri Apter,3.63,0393040585,9780393040586,1/1/1997,W. W. Norton & Company
The Great And Secret Show (Book of the Art #1),Clive Barker,4.05,000617695X,9780006176954,4/26/1990,Fontana Books
God Knows,Joseph Heller,3.8,0684841258,9780684841250,11/12/1997,Simon  Schuster
The Girl with the Long Green Heart,Lawrence Block,3.75,0843955856,9780843955859,11/1/2005,Hard Crime Case
Post Captain (Aubrey/Maturin Book 2),Patrick O'Brian,4.29,039700804X,9780397008049,12/1/1972,Lippincott Williams & Wilkins
The Girl With The Golden Eyes,Honoré de Balzac,3.35,1419163868,9781419163869,6/17/2004,Kessinger Publishing
Maud Hart Lovelace's Deep Valley: A Guidebook of Mankato Places in the Betsy-Tacy Series,Julie A. Schrader,4.29,0971316821,9780971316829,12/31/2002,Minnesota Heritage Publishing
The Curious Incident of the Dog in the Night-Time,Mark Haddon,3.88,0099450259,9780099450252,4/15/2004,Vintage
Jailbird,Kurt Vonnegut Jr.,3.82,0385333900,9780385333900,1/12/1999,Dial Press Trade Paperback
The Secret Life of Houdini: The Making of America's First Superhero,William Kalush/Larry Sloman,3.87,0743272072,9780743272070,10/31/2006,Atria Books
An Hour Before Daylight: Memories of a Rural Boyhood,Jimmy Carter,3.91,0743211995,9780743211994,10/16/2001,Simon  Schuster
Ranma 1/2  Vol. 35 (Ranma ½ (US 2nd)  #35),Rumiko Takahashi,4.1,1421505061,9781421505060,8/8/2006,VIZ Media LLC
A Dance to the Music of Time: 4th Movement (A Dance to the Music of Time  #10-12),Anthony Powell,4.22,0226677184,9780226677187,5/31/1995,University of Chicago Press
Thirty Years that Shook Physics: The Story of Quantum Theory,George Gamow,4.19,048624895X,9780486248950,7/1/1985,Dover Publications
The Philosophy of Hegel,Georg Wilhelm Friedrich Hegel/Carl Joachim Friedrich,3.37,0075536552,9780075536550,2/1/1965,McGraw-Hill
Bones of the Moon (Answered Prayers  #1),Jonathan Carroll,3.89,0312873123,9780312873127,5/3/2002,Orb Books
Truckers (Bromeliad Trilogy  #1),Terry Pratchett,3.92,0060094966,9780060094966,4/1/2004,HarperCollins
Judge & Jury,James Patterson/Andrew Gross,4.0,0316013935,9780316013932,7/31/2006,Little  Brown and Company
Nerve,Dick Francis,4.04,0515123463,9780515123463,9/1/1998,Jove
The Book of Other People,Zadie Smith/David Mitchell/George Saunders/Colm Tóibín/Aleksandar Hemon/Nick Hornby/Hari Kunzru/Toby Litt/Chris Ware,3.38,0143038184,9780143038184,1/2/2008,Penguin Books
The Curious Sofa,Edward Gorey,4.18,0151003076,9780151003075,9/15/1997,Harcourt Brace & Company
McNally's Caper (Archy McNally  #4),Lawrence Sanders,3.9,0425145301,9780425145302,1/1/1995,Berkley
On Vital Reserves,William  James/Stephen Vicchio,4.5,0870611518,9780870611513,4/1/1988,Christian Classics
Pandora's Star,Peter F. Hamilton,4.24,0345461622,9780345461629,3/2/2005,Del Rey
The Making of the Fittest: DNA and the Ultimate Forensic Record of Evolution,Sean B. Carroll/Jamie W. Carroll/Leanne M. Olds,4.07,0393061639,9780393061635,10/17/2006,W. W. Norton  Company
Moderato cantabile,Marguerite Duras,3.51,3518376780,9783518376782,1/1/1985,Suhrkamp
No Second Chance,Harlan Coben,4.08,0451210557,9780451210555,4/27/2004,Dutton Books
War Trash,Ha Jin,3.79,1400075793,9781400075799,5/10/2005,Vintage
MySQL Cookbook,Paul DuBois,4.0,059652708X,9780596527082,12/4/2006,O'Reilly Media
Jane Austen: The Complete Novels,Jane Austen,4.55,0517118297,9780517118290,6/1/1994,Gramercy Books
Ali und Nino,Kurban Said,3.92,3548601316,9783548601311,2/1/2002,List
Walking with the Wind: A Memoir of the Movement,John             Lewis/Michael D'Orso,4.49,0156007088,9780156007085,10/18/1999,Mariner Books
Anne's House Of Dreams,L.M. Montgomery,4.14,1406942359,9781406942354,11/3/2006,Hard Press
The Darling,Russell Banks,3.78,0060957352,9780060957353,10/11/2005,Harper Perennial
Aristophanes I: Clouds/Wasps/Birds,Aristophanes/Peter Meineck/Ian C. Storey,3.77,0872203603,9780872203600,9/1/1998,Hackett Publishing Company  Inc. (USA)
I Blink: And Other Questions About My Body,Brigid Avison,3.92,0753456109,9780753456101,4/25/2003,Kingfisher
The Comfort of Strangers,Ian McEwan,3.41,0679749845,9780679749844,11/1/1994,Anchor
The Rough Guide to Cuba 3,Fiona McAuslan/Matthew  Norman,3.82,1843534096,9781843534099,6/20/2005,Rough Guides
Edgar A. Poe: Mournful and Never-ending Remembrance,Kenneth Silverman,4.01,0060923318,9780060923310,12/23/2008,Harper Perennial
This Present Darkness (Darkness  #1),Frank E. Peretti,4.22,1581345283,9781581345285,6/26/2003,Crossway Books
Inferno (La Divina Commedia #1),Dante Alighieri/Ronald L. Martinez/Robert M. Durling/Robert Turner,4.0,0195087445,9780195087444,3/6/1997,Oxford University Press  USA
King Solomon's Ring,Konrad Lorenz/Marjorie Kerr Wilson,4.23,0415267471,9780415267472,8/11/2002,Routledge
The Visible Hand: The Managerial Revolution in American Business,Alfred D. Chandler Jr.,4.01,0674940520,9780674940529,1/1/1977,Belknap Press
A Calendar of Wisdom: Daily Thoughts to Nourish the Soul,Leo Tolstoy/Peter Sekirin,4.07,0684837935,9780684837932,10/14/1997,Scribner
The Dastard (Xanth #24),Piers Anthony,3.81,0812574737,9780812574739,10/14/2001,Tor Books
The Moth Diaries,Rachel Klein,3.49,0571219713,9780571219711,4/7/2004,Faber & Faber Limited
Fugitives and Refugees: A Walk in Portland  Oregon,Chuck Palahniuk,3.51,1400047838,9781400047833,7/8/2003,Crown Journeys/Crown Publishers/Crown Publishing Group/Random House
The Stephen King Collection: Stories from Night Shift,Stephen King/John  Glover,4.0,0553527401,9780553527407,5/2/2000,Random House Audio
Ennead IV (Plotinus IV),Plotinus/A.H. Armstrong,4.52,0674994884,9780674994881,1/1/1984,Loeb Classical Library 443
Wish You Were Here: The Official Biography of Douglas Adams,Nick  Webb,4.14,0345476514,9780345476517,12/27/2005,Del Rey
The Burning Plain and Other Stories,Juan Rulfo/Kermit Oliver/George D. Schade,4.19,0292701322,9780292701328,1/1/1971,University of Texas Press
The Stranger,Caroline B. Cooney,3.53,0590456806,9780590456807,11/1/1993,Scholastic
McElligot's Pool,Dr. Seuss,4.06,0394800834,9780394800837,9/12/1947,Random House Books for Young Readers
The Diary of Anaïs Nin  Vol. 6: 1955-1966,Anaïs Nin/Gunther Stuhlmann,4.13,0156260328,9780156260329,11/3/1977,Mariner Books
El túnel,Ernesto Sabato,4.05,8432216429,9788432216428,7/1/2003,Seix Barral
A Throne in Brussels: Britain  the Saxe-Coburgs and the Belgianisation of Europe,Paul Belien,4.14,1845400658,9781845400651,2/1/2006,Imprint Academic
The Slave,Isaac Bashevis Singer/Cecil Hemley,4.18,0374506809,9780374506803,10/1/1988,Farrar  Straus and Giroux
John Adams,David McCullough,4.06,0684813637,9780684813639,5/1/2001,Simon & Schuster
The Richest Man in Babylon,George S. Clason,4.26,0451205367,9780451205360,2/1/2008,Berkley Books
The Eiger Sanction (Jonathan Hemlock  #1),Trevanian,4.06,1400098025,9781400098026,5/10/2005,Broadway Books
Against the Odds: Tales of Achievement,L.M. Montgomery/Rea Wilmshurst,3.83,0553565923,9780553565928,11/1/1994,Bantam Starfire
Three by Annie Dillard: Pilgrim at Tinker Creek  An American Childhood  The Writing Life,Annie Dillard,4.34,0060920645,9780060920647,11/21/1990,Harper Perennial
1st To Die (The Women's Murder Club  #1),James Patterson,4.08,0613608704,9780613608701,2/1/2002,Turtleback Books
Angle of Repose,Wallace Stegner/Jackson J. Benson,4.27,0141185473,9780141185477,12/1/2000,Penguin Classics
Mary Queen of Scots,Antonia Fraser,4.05,038531129X,9780385311298,9/1/1993,Delta
Vegas Bites: A Werewolf Romance Anthology,L.A. Banks/J.M. Jeffries/Seressie Glass/Natalie Dunbar,4.12,1600430015,9781600430015,11/15/2006,Parker Publishing Llc
Lützen 1632 : climax of the Thirty Years war,Richard Brzezinski/Graham Turner,3.56,1855325527,9781855325524,2/25/2001,Osprey Publishing
An Imaginary Life,David Malouf,3.88,0099273845,9780099273844,2/5/1999,Vintage
Interviews with John Kenneth Galbraith (Conversations with Public Intellectuals),John Kenneth Galbraith/James Ronald Stanfield/J. Ron Stanfield/Jacqueline Bloom Stanfield,4.5,1578066107,9781578066100,2/20/2004,University Press of Mississippi
Christmas Stories (Little House Chapter Books: Laura  #10),Laura Ingalls Wilder/Renée Graef/Heather Henson,4.21,0064420817,9780064420815,10/6/1999,HarperCollins
Deadlock,James Scott Bell,3.96,0310243882,9780310243885,10/6/2002,Zondervan
The Stranger,Albert Camus/Stuart Gilbert,3.98,0394700023,9780394700021,9/12/1954,Vintage
Frankenstein,Mary Wollstonecraft Shelley,3.79,074325578X,9780743255783,1/1/2004,Kaplan Publishing
Beyond Death: The Gates of Consciousness,Stanislav Grof/Christina Grof,4.0,0500810192,9780500810194,2/18/1980,Thames & Hudson
The Finer Points of Sausage Dogs (Portuguese Irregular Verbs  #2),Alexander McCall Smith,3.69,1400095085,9781400095087,12/28/2004,Anchor
Cliffs of Despair: A Journey to Suicide's Edge,Tom Hunt,3.73,0375507159,9780375507151,12/18/2007,Random House
Collected Stories I: Gimpel the Fool to The Letter Writer,Isaac Bashevis Singer/Ilan Stavans,4.49,1931082618,9781931082617,7/8/2004,Library of America
The Late Mattia Pascal,Luigi Pirandello/William Weaver/Charles Simic,4.03,1590171152,9781590171158,11/30/2004,NYRB Classics
William Faulkner: The Sound and the Fury and as I Lay Dying: Essays  Articles  Reviews,Nicolas Tredell,3.96,023112189X,9780231121897,12/27/2000,Columbia University Press
La regina dei dannati,Anne Rice/Roberta Rambelli,3.89,8878193283,9788878193284,2/1/1997,TEA
The Wild Shore (Three Californias Triptych  #1),Kim Stanley Robinson,3.75,0312890362,9780312890360,3/15/1995,Orb Books
Dispatches from the Tenth Circle: The Best of the Onion,Robert D. Siegel/Todd Hanson/Carol Kolb/The Onion,4.21,0609808346,9780609808344,9/4/2001,Three Rivers Press
The Women's War,Alexandre Dumas/Robin Buss,3.93,0140449779,9780140449778,4/27/2006,Penguin Classics
The Chomsky Reader,Noam Chomsky,3.98,1852421177,9781852421175,6/1/1988,Serpent's Tail
The Night Gardener,George Pelecanos,3.64,0316156507,9780316156509,8/8/2006,Little Brown and Company
The Acme Novelty Datebook  Vol. 1  1986-1995,Chris Ware,4.17,1896597661,9781896597669,11/26/2013,Drawn and Quarterly
The Piano Shop on the Left Bank: Discovering a Forgotten Passion in a Paris Atelier,Thad Carhart,3.95,0375758623,9780375758621,3/12/2002,Random House Trade
A Moveable Feast,Ernest Hemingway,4.04,0099285045,9780099285045,9/6/2012,Vintage
Aquinas's Shorter Summa: Saint Thomas's Own Concise Version of His Summa Theologica,Thomas Aquinas,4.14,1928832431,9781928832430,12/1/2005,Sophia Institute Press
Haunted (Women of the Otherworld  #5),Kelley Armstrong,4.09,0553587080,9780553587081,5/31/2005,Bantam Spectra
The Selected Journals Of L.M. Montgomery  Vol. 5: 1935-1942,L.M. Montgomery/Mary Henley Rubio/Elizabeth Hillman Waterston,4.24,0195421167,9780195421163,11/4/2004,Oxford University Press  USA
The Illustrated Stephen King Trivia Book,Brian James Freeman/Bev Vincent/Glenn Chadbourne,4.23,1587671166,9781587671166,5/1/2005,Cemetery Dance Publications
Rachel se va de viaje (La familia Walsh  #2),Marian Keyes,3.95,8497599179,9788497599177,3/30/2003,DeBolsillo
Treasure Island,Robert Louis Stevenson,3.83,0753453800,9780753453803,9/15/2001,Kingfisher
A Man Without a Country,Kurt Vonnegut Jr./Daniel Simon,4.07,081297736X,9780812977363,1/16/2007,Random House Trade Paperbacks
The Outlaws of Sherwood,Robin McKinley,3.77,0441013252,9780441013258,10/4/2005,Ace
The Conquest of Gaul,Gaius Julius Caesar/F.P. Long/Cheryl Walker,3.99,0760768951,9780760768952,7/16/2005,Barnes  Noble
